time_d,T_r000,T_r010
1342.0,17.27011523846545,17.103095523896172
1343.0,17.213631755300298,17.046880575174043
1344.0,17.15727374369459,16.990851232836974
1345.0,17.101054232378374,16.93502747114252
1346.0,17.044986359144275,16.87943060437601
1347.0,16.989113152774223,16.82407986914768
1348.0,16.93342975532903,16.76899420246849
1349.0,16.87797903357182,16.714195908051124
1350.0,16.822791025135416,16.659690153292786
1351.0,16.806369930906214,16.65597800211475
1352.0,16.777492771798563,16.65614715177594
1353.0,16.75314943410217,16.65628552695574
1354.0,16.733526959185042,16.656395869770847
1355.0,16.717701735623905,16.656479124239752
1356.0,16.704818689760998,16.656536408367117
1357.0,16.694220514213953,16.656568600010587
1358.0,16.68540755268367,16.656576682447792
1359.0,16.677995981647882,16.656561496835025
1360.0,16.671698915097807,16.65652384290098
1361.0,16.666293716499695,16.656464480337718
1362.0,16.661605742354595,16.6563841489388
1363.0,16.657498553060464,16.656283555201412
1364.0,16.65386525428147,16.656163377255325
1365.0,16.650621490961555,16.65602411239246
1366.0,16.64770031633259,16.65586655663617
1367.0,16.645047980400534,16.65569130322359
1368.0,16.642621416547172,16.655498921435537
1369.0,16.640385562768074,16.655289961874246
1370.0,16.638311777583397,16.655064953116664
1371.0,16.636375716176133,16.65482439783409
1372.0,16.634559383707824,16.654568788837366
1373.0,16.632846694117404,16.65429859568303
1374.0,16.631224252962966,16.654014272496738
1375.0,16.629680747966574,16.653716260754322
1376.0,16.62820670521188,16.65340498339657
1377.0,16.626793157646546,16.653080854088444
1378.0,16.625433473766407,16.652744220108673
1379.0,16.62412188895763,16.6523955147876
1380.0,16.62285342228523,16.652035106685616
1381.0,16.62162362169346,16.65166327433451
1382.0,16.620428674471384,16.651280427718348
1383.0,16.61926525885889,16.650886895619465
1384.0,16.618130418110923,16.650482992827108
1385.0,16.617021534781145,16.650069022802768
1386.0,16.615936303484887,16.64964527766358
1387.0,16.614872659215166,16.649212043446255
1388.0,16.6138287699373,16.6487695831687
1389.0,16.612803077479953,16.648318164204454
1390.0,16.61179408529756,16.647858043061262
1391.0,16.610800422497277,16.647389455894597
1392.0,16.609820948120728,16.64691265773456
1393.0,16.608854430584586,16.646427816054086
1394.0,16.60790005342426,16.645935218561647
1395.0,16.60695671959752,16.6454350588196
1396.0,16.60602383907417,16.644927566136175
1397.0,16.605100451302008,16.64441292489147
1398.0,16.60418594727281,16.643891324538743
1399.0,16.603279687001702,16.643362877324762
1400.0,16.602381194828467,16.642827851927336
1401.0,16.601489751293002,16.64228640181858
1402.0,16.600605154414666,16.6417387177778
1403.0,16.599726588726753,16.64118492029803
1404.0,16.598853397708638,16.640625194952463
1405.0,16.597985660488405,16.640059663124816
1406.0,16.5971232202225,16.639488553973024
1407.0,16.596265491426607,16.638911889363158
1408.0,16.595412232031663,16.638329874947544
1409.0,16.594563188324855,16.637742670851935
1410.0,16.59371796132234,16.63715035481357
1411.0,16.5928765573928,16.636553124575528
1412.0,16.592038541663726,16.635951046454124
1413.0,16.591203623809463,16.635344249014054
1414.0,16.590371630970594,16.634732803984605
1415.0,16.589542611067372,16.634116865270585
1416.0,16.588716324580673,16.633496574792787
1417.0,16.58789243796798,16.63287195404297
1418.0,16.587070959286336,16.632243166381045
1419.0,16.58625159275107,16.631610254183045
1420.0,16.585434384627774,16.630973352973683
1421.0,16.58461909379747,16.630332514034876
1422.0,16.583805561769168,16.629687839869575
1423.0,16.58299324973399,16.629039428373574
1424.0,16.582182493782284,16.62838736352944
1425.0,16.58137290868035,16.627731676626752
1426.0,16.580564643360447,16.627072511954736
1427.0,16.579757601764584,16.62640990728869
1428.0,16.57895168297091,16.625743958745943
1429.0,16.57814656500028,16.625074718136432
1430.0,16.577342469569203,16.624402230224064
