,temp
133,19.88078498840332
134,19.878225326538086
135,19.875675201416016
136,19.87313461303711
137,19.87060546875
138,19.868083953857422
139,19.865570068359375
140,19.86307144165039
141,19.860580444335938
142,19.858097076416016
143,19.85562515258789
144,19.853160858154297
145,19.8507080078125
146,19.848262786865234
147,19.845827102661133
148,19.84339714050293
149,19.84098243713379
150,19.838573455810547
151,19.8361759185791
152,19.833784103393555
153,19.831401824951172
154,19.829030990600586
155,19.826663970947266
156,19.82430648803711
157,19.821962356567383
158,19.819622039794922
159,19.817291259765625
160,19.81496810913086
161,19.812654495239258
162,19.810344696044922
163,19.808048248291016
164,19.805761337280273
165,19.803478240966797
166,19.80120849609375
167,19.798938751220703
168,19.796680450439453
169,19.794429779052734
170,19.792190551757812
171,19.78995704650879
172,19.787731170654297
173,19.785511016845703
174,19.78329849243164
175,19.781095504760742
176,19.77889633178711
177,19.776708602905273
178,19.774526596069336
179,19.772350311279297
180,19.742069244384766
181,19.724992752075195
182,19.71140480041504
183,19.699481964111328
184,19.68851089477539
185,19.67814826965332
186,19.66818618774414
187,19.65850830078125
188,19.6490421295166
189,19.63972282409668
190,19.630504608154297
191,19.62135124206543
192,19.612224578857422
193,19.603092193603516
194,19.593914031982422
195,19.584653854370117
196,19.575271606445312
197,19.565715789794922
198,19.55593490600586
199,19.54587173461914
200,19.535465240478516
201,19.524646759033203
202,19.51333999633789
203,19.50146484375
204,19.488935470581055
205,19.475666046142578
206,19.461557388305664
207,19.446508407592773
208,19.430423736572266
209,19.413190841674805
210,19.39471435546875
211,19.374887466430664
212,19.353595733642578
213,19.330739974975586
214,19.306222915649414
215,19.279939651489258
216,19.25179672241211
217,19.22170639038086
218,19.189586639404297
219,19.155351638793945
220,19.11893653869629
221,19.080278396606445
222,19.03931999206543
223,18.99601936340332
224,18.950336456298828
225,18.902240753173828
226,18.851722717285156
227,18.798770904541016
228,18.74338150024414
229,18.68557357788086
230,18.62535858154297
231,18.56277084350586
232,18.497848510742188
233,18.430635452270508
234,18.361188888549805
235,18.289575576782227
236,18.215858459472656
237,18.140119552612305
238,18.06244468688965
239,17.98292350769043
240,17.901647567749023
241,17.81871795654297
242,17.73424530029297
243,17.648330688476562
244,17.56108856201172
245,17.47262954711914
246,17.38306999206543
247,17.292524337768555
248,17.201108932495117
249,17.10893440246582
250,17.016124725341797
251,16.92279052734375
252,16.829050064086914
253,16.735008239746094
254,16.64078140258789
255,16.54648208618164
256,16.452205657958984
257,16.358060836791992
258,16.264148712158203
259,16.170560836791992
260,16.077396392822266
261,15.984739303588867
262,15.892679214477539
263,15.801295280456543
264,15.710670471191406
265,15.620867729187012
266,15.531964302062988
267,15.444025993347168
268,15.357110977172852
269,15.271273612976074
270,15.2717866897583
271,15.2722806930542
272,15.27275562286377
273,15.273214340209961
274,15.273649215698242
275,15.274067878723145
276,15.27446174621582
277,15.274835586547852
278,15.275184631347656
279,15.2755126953125
280,15.275815963745117
281,15.276100158691406
282,15.276362419128418
283,15.276601791381836
284,15.276817321777344
285,15.277017593383789
286,15.277191162109375
287,15.277348518371582
288,15.277483940124512
289,15.277600288391113
290,15.27769660949707
291,15.277775764465332
292,15.277836799621582
293,15.27787971496582
294,15.27790355682373
295,15.277911186218262
296,15.277902603149414
297,15.277877807617188
298,15.277837753295898
299,15.277780532836914
300,15.2777099609375
301,15.277624130249023
302,15.2775239944458
303,15.277410507202148
304,15.277284622192383
305,15.277142524719238
306,15.276989936828613
307,15.276823043823242
308,15.276641845703125
309,15.276449203491211
310,15.276247024536133
311,15.276031494140625
312,15.275805473327637
313,15.2755708694458
314,15.275323867797852
315,15.275064468383789
316,15.27479362487793
317,15.274516105651855
318,15.2742280960083
319,15.273931503295898
320,15.273625373840332
321,15.273305892944336
322,15.272979736328125
323,15.272645950317383
324,15.272306442260742
325,15.271954536437988
326,15.271596908569336
327,15.27122974395752
328,15.270856857299805
329,15.270474433898926
330,15.270086288452148
331,15.269691467285156
332,15.269287109375
333,15.268877029418945
334,15.268460273742676
335,15.268035888671875
336,15.267605781555176
337,15.267168045043945
338,15.26672649383545
339,15.266275405883789
340,15.26581859588623
341,15.265356063842773
342,15.26488971710205
343,15.26441764831543
344,15.263938903808594
345,15.263456344604492
346,15.262968063354492
347,15.262475967407227
348,15.26197338104248
349,15.26147174835205
350,15.260961532592773
351,15.26044750213623
352,15.259931564331055
353,15.259408950805664
354,15.258880615234375
355,15.258349418640137
356,15.257814407348633
357,15.257272720336914
358,15.25672721862793
359,15.256181716918945
360,19.86294174194336
361,19.961692810058594
362,19.984495162963867
363,19.992115020751953
364,19.995201110839844
365,19.99661636352539
366,19.997333526611328
367,19.997730255126953
368,19.997961044311523
369,19.998111724853516
370,19.998214721679688
371,19.998287200927734
372,19.99834632873535
373,19.998397827148438
374,19.998437881469727
375,19.998472213745117
376,19.998510360717773
377,19.998538970947266
378,19.998567581176758
379,19.998592376708984
380,19.99861717224121
381,19.998641967773438
382,19.99866485595703
383,19.998687744140625
384,19.998706817626953
385,19.998727798461914
386,19.99874496459961
387,19.99876594543457
388,19.998783111572266
389,19.998802185058594
390,19.998817443847656
391,19.99883460998535
392,19.99884796142578
393,19.998863220214844
394,19.998878479003906
395,19.998891830444336
396,19.998905181884766
397,19.998918533325195
398,19.998929977416992
